"name"	"description"	"page"
"sharrisii_homolog_perc_id_r1"	"%id. query gene identical to target Tasmanian devil gene"	"homologs"
"sharrisii_homolog_goc_score"	"Tasmanian devil Gene-order conservation score"	"homologs"
"sharrisii_homolog_orthology_confidence"	"Tasmanian devil orthology confidence [0 low, 1 high]"	"homologs"
"tnigroviridis_homolog_ensembl_gene"	"Tetraodon gene stable ID"	"homologs"
"tnigroviridis_homolog_associated_gene_name"	"Tetraodon gene name"	"homologs"
"tnigroviridis_homolog_ensembl_peptide"	"Tetraodon protein or transcript stable ID"	"homologs"
"tnigroviridis_homolog_chromosome"	"Tetraodon chromosome/scaffold name"	"homologs"
"tnigroviridis_homolog_chrom_start"	"Tetraodon chromosome/scaffold start (bp)"	"homologs"
"tnigroviridis_homolog_chrom_end"	"Tetraodon chromosome/scaffold end (bp)"	"homologs"
"tnigroviridis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"tnigroviridis_homolog_subtype"	"Last common ancestor with Tetraodon"	"homologs"
"tnigroviridis_homolog_orthology_type"	"Tetraodon homology type"	"homologs"
"tnigroviridis_homolog_perc_id"	"%id. target Tetraodon gene identical to query gene"	"homologs"
"tnigroviridis_homolog_perc_id_r1"	"%id. query gene identical to target Tetraodon gene"	"homologs"
"tnigroviridis_homolog_goc_score"	"Tetraodon Gene-order conservation score"	"homologs"
"tnigroviridis_homolog_orthology_confidence"	"Tetraodon orthology confidence [0 low, 1 high]"	"homologs"
"tctriunguis_homolog_ensembl_gene"	"Three-toed box turtle gene stable ID"	"homologs"
"tctriunguis_homolog_associated_gene_name"	"Three-toed box turtle gene name"	"homologs"
"tctriunguis_homolog_ensembl_peptide"	"Three-toed box turtle protein or transcript stable ID"	"homologs"
"tctriunguis_homolog_chromosome"	"Three-toed box turtle chromosome/scaffold name"	"homologs"
"tctriunguis_homolog_chrom_start"	"Three-toed box turtle chromosome/scaffold start (bp)"	"homologs"
"tctriunguis_homolog_chrom_end"	"Three-toed box turtle chromosome/scaffold end (bp)"	"homologs"
"tctriunguis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"tctriunguis_homolog_subtype"	"Last common ancestor with Three-toed box turtle"	"homologs"
"tctriunguis_homolog_orthology_type"	"Three-toed box turtle homology type"	"homologs"
"tctriunguis_homolog_perc_id"	"%id. target Three-toed box turtle gene identical to query gene"	"homologs"
"tctriunguis_homolog_perc_id_r1"	"%id. query gene identical to target Three-toed box turtle gene"	"homologs"
"tctriunguis_homolog_goc_score"	"Three-toed box turtle Gene-order conservation score"	"homologs"
"tctriunguis_homolog_orthology_confidence"	"Three-toed box turtle orthology confidence [0 low, 1 high]"	"homologs"
"ptaltaica_homolog_ensembl_gene"	"Tiger gene stable ID"	"homologs"
"ptaltaica_homolog_associated_gene_name"	"Tiger gene name"	"homologs"
"ptaltaica_homolog_ensembl_peptide"	"Tiger protein or transcript stable ID"	"homologs"
"ptaltaica_homolog_chromosome"	"Tiger chromosome/scaffold name"	"homologs"
"ptaltaica_homolog_chrom_start"	"Tiger chromosome/scaffold start (bp)"	"homologs"
"ptaltaica_homolog_chrom_end"	"Tiger chromosome/scaffold end (bp)"	"homologs"
"ptaltaica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ptaltaica_homolog_subtype"	"Last common ancestor with Tiger"	"homologs"
"ptaltaica_homolog_orthology_type"	"Tiger homology type"	"homologs"
"ptaltaica_homolog_perc_id"	"%id. target Tiger gene identical to query gene"	"homologs"
"ptaltaica_homolog_perc_id_r1"	"%id. query gene identical to target Tiger gene"	"homologs"
"ptaltaica_homolog_goc_score"	"Tiger Gene-order conservation score"	"homologs"
"ptaltaica_homolog_orthology_confidence"	"Tiger orthology confidence [0 low, 1 high]"	"homologs"
"hcomes_homolog_ensembl_gene"	"Tiger tail seahorse gene stable ID"	"homologs"
"hcomes_homolog_associated_gene_name"	"Tiger tail seahorse gene name"	"homologs"
"hcomes_homolog_ensembl_peptide"	"Tiger tail seahorse protein or transcript stable ID"	"homologs"
"hcomes_homolog_chromosome"	"Tiger tail seahorse chromosome/scaffold name"	"homologs"
"hcomes_homolog_chrom_start"	"Tiger tail seahorse chromosome/scaffold start (bp)"	"homologs"
"hcomes_homolog_chrom_end"	"Tiger tail seahorse chromosome/scaffold end (bp)"	"homologs"
"hcomes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"hcomes_homolog_subtype"	"Last common ancestor with Tiger tail seahorse"	"homologs"
"hcomes_homolog_orthology_type"	"Tiger tail seahorse homology type"	"homologs"
"hcomes_homolog_perc_id"	"%id. target Tiger tail seahorse gene identical to query gene"	"homologs"
"hcomes_homolog_perc_id_r1"	"%id. query gene identical to target Tiger tail seahorse gene"	"homologs"
"hcomes_homolog_goc_score"	"Tiger tail seahorse Gene-order conservation score"	"homologs"
"hcomes_homolog_orthology_confidence"	"Tiger tail seahorse orthology confidence [0 low, 1 high]"	"homologs"
"csemilaevis_homolog_ensembl_gene"	"Tongue sole gene stable ID"	"homologs"
"csemilaevis_homolog_associated_gene_name"	"Tongue sole gene name"	"homologs"
"csemilaevis_homolog_ensembl_peptide"	"Tongue sole protein or transcript stable ID"	"homologs"
"csemilaevis_homolog_chromosome"	"Tongue sole chromosome/scaffold name"	"homologs"
"csemilaevis_homolog_chrom_start"	"Tongue sole chromosome/scaffold start (bp)"	"homologs"
"csemilaevis_homolog_chrom_end"	"Tongue sole chromosome/scaffold end (bp)"	"homologs"
"csemilaevis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"csemilaevis_homolog_subtype"	"Last common ancestor with Tongue sole"	"homologs"
"csemilaevis_homolog_orthology_type"	"Tongue sole homology type"	"homologs"
"csemilaevis_homolog_perc_id"	"%id. target Tongue sole gene identical to query gene"	"homologs"
"csemilaevis_homolog_perc_id_r1"	"%id. query gene identical to target Tongue sole gene"	"homologs"
"csemilaevis_homolog_goc_score"	"Tongue sole Gene-order conservation score"	"homologs"
"csemilaevis_homolog_orthology_confidence"	"Tongue sole orthology confidence [0 low, 1 high]"	"homologs"
"tbelangeri_homolog_ensembl_gene"	"Tree Shrew gene stable ID"	"homologs"
"tbelangeri_homolog_associated_gene_name"	"Tree Shrew gene name"	"homologs"
"tbelangeri_homolog_ensembl_peptide"	"Tree Shrew protein or transcript stable ID"	"homologs"
"tbelangeri_homolog_chromosome"	"Tree Shrew chromosome/scaffold name"	"homologs"
"tbelangeri_homolog_chrom_start"	"Tree Shrew chromosome/scaffold start (bp)"	"homologs"
"tbelangeri_homolog_chrom_end"	"Tree Shrew chromosome/scaffold end (bp)"	"homologs"
"tbelangeri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"tbelangeri_homolog_subtype"	"Last common ancestor with Tree Shrew"	"homologs"
"tbelangeri_homolog_orthology_type"	"Tree Shrew homology type"	"homologs"
"tbelangeri_homolog_perc_id"	"%id. target Tree Shrew gene identical to query gene"	"homologs"
"tbelangeri_homolog_perc_id_r1"	"%id. query gene identical to target Tree Shrew gene"	"homologs"
"tbelangeri_homolog_goc_score"	"Tree Shrew Gene-order conservation score"	"homologs"
"tbelangeri_homolog_orthology_confidence"	"Tree Shrew orthology confidence [0 low, 1 high]"	"homologs"
"xtropicalis_homolog_ensembl_gene"	"Tropical clawed frog gene stable ID"	"homologs"
"xtropicalis_homolog_associated_gene_name"	"Tropical clawed frog gene name"	"homologs"
"xtropicalis_homolog_ensembl_peptide"	"Tropical clawed frog protein or transcript stable ID"	"homologs"
"xtropicalis_homolog_chromosome"	"Tropical clawed frog chromosome/scaffold name"	"homologs"
"xtropicalis_homolog_chrom_start"	"Tropical clawed frog chromosome/scaffold start (bp)"	"homologs"
"xtropicalis_homolog_chrom_end"	"Tropical clawed frog chromosome/scaffold end (bp)"	"homologs"
"xtropicalis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"xtropicalis_homolog_subtype"	"Last common ancestor with Tropical clawed frog"	"homologs"
"xtropicalis_homolog_orthology_type"	"Tropical clawed frog homology type"	"homologs"
"xtropicalis_homolog_perc_id"	"%id. target Tropical clawed frog gene identical to query gene"	"homologs"
"xtropicalis_homolog_perc_id_r1"	"%id. query gene identical to target Tropical clawed frog gene"	"homologs"
"xtropicalis_homolog_goc_score"	"Tropical clawed frog Gene-order conservation score"	"homologs"
"xtropicalis_homolog_orthology_confidence"	"Tropical clawed frog orthology confidence [0 low, 1 high]"	"homologs"
"spunctatus_homolog_ensembl_gene"	"Tuatara gene stable ID"	"homologs"
"spunctatus_homolog_associated_gene_name"	"Tuatara gene name"	"homologs"
"spunctatus_homolog_ensembl_peptide"	"Tuatara protein or transcript stable ID"	"homologs"
"spunctatus_homolog_chromosome"	"Tuatara chromosome/scaffold name"	"homologs"
"spunctatus_homolog_chrom_start"	"Tuatara chromosome/scaffold start (bp)"	"homologs"
"spunctatus_homolog_chrom_end"	"Tuatara chromosome/scaffold end (bp)"	"homologs"
"spunctatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"spunctatus_homolog_subtype"	"Last common ancestor with Tuatara"	"homologs"
"spunctatus_homolog_orthology_type"	"Tuatara homology type"	"homologs"
"spunctatus_homolog_perc_id"	"%id. target Tuatara gene identical to query gene"	"homologs"
"spunctatus_homolog_perc_id_r1"	"%id. query gene identical to target Tuatara gene"	"homologs"
"spunctatus_homolog_goc_score"	"Tuatara Gene-order conservation score"	"homologs"
"spunctatus_homolog_orthology_confidence"	"Tuatara orthology confidence [0 low, 1 high]"	"homologs"
"smaximus_homolog_ensembl_gene"	"Turbot gene stable ID"	"homologs"
"smaximus_homolog_associated_gene_name"	"Turbot gene name"	"homologs"
"smaximus_homolog_ensembl_peptide"	"Turbot protein or transcript stable ID"	"homologs"
"smaximus_homolog_chromosome"	"Turbot chromosome/scaffold name"	"homologs"
"smaximus_homolog_chrom_start"	"Turbot chromosome/scaffold start (bp)"	"homologs"
"smaximus_homolog_chrom_end"	"Turbot chromosome/scaffold end (bp)"	"homologs"
"smaximus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"smaximus_homolog_subtype"	"Last common ancestor with Turbot"	"homologs"
"smaximus_homolog_orthology_type"	"Turbot homology type"	"homologs"
"smaximus_homolog_perc_id"	"%id. target Turbot gene identical to query gene"	"homologs"
"smaximus_homolog_perc_id_r1"	"%id. query gene identical to target Turbot gene"	"homologs"
"smaximus_homolog_goc_score"	"Turbot Gene-order conservation score"	"homologs"
"smaximus_homolog_orthology_confidence"	"Turbot orthology confidence [0 low, 1 high]"	"homologs"
"mgallopavo_homolog_ensembl_gene"	"Turkey gene stable ID"	"homologs"
"mgallopavo_homolog_associated_gene_name"	"Turkey gene name"	"homologs"
"mgallopavo_homolog_ensembl_peptide"	"Turkey protein or transcript stable ID"	"homologs"
"mgallopavo_homolog_chromosome"	"Turkey chromosome/scaffold name"	"homologs"
"mgallopavo_homolog_chrom_start"	"Turkey chromosome/scaffold start (bp)"	"homologs"
"mgallopavo_homolog_chrom_end"	"Turkey chromosome/scaffold end (bp)"	"homologs"
"mgallopavo_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mgallopavo_homolog_subtype"	"Last common ancestor with Turkey"	"homologs"
"mgallopavo_homolog_orthology_type"	"Turkey homology type"	"homologs"
"mgallopavo_homolog_perc_id"	"%id. target Turkey gene identical to query gene"	"homologs"
"mgallopavo_homolog_perc_id_r1"	"%id. query gene identical to target Turkey gene"	"homologs"
"mgallopavo_homolog_goc_score"	"Turkey Gene-order conservation score"	"homologs"
"mgallopavo_homolog_orthology_confidence"	"Turkey orthology confidence [0 low, 1 high]"	"homologs"
"nfurzeri_homolog_ensembl_gene"	"Turquoise killifish gene stable ID"	"homologs"
"nfurzeri_homolog_associated_gene_name"	"Turquoise killifish gene name"	"homologs"
"nfurzeri_homolog_ensembl_peptide"	"Turquoise killifish protein or transcript stable ID"	"homologs"
"nfurzeri_homolog_chromosome"	"Turquoise killifish chromosome/scaffold name"	"homologs"
"nfurzeri_homolog_chrom_start"	"Turquoise killifish chromosome/scaffold start (bp)"	"homologs"
"nfurzeri_homolog_chrom_end"	"Turquoise killifish chromosome/scaffold end (bp)"	"homologs"
"nfurzeri_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"nfurzeri_homolog_subtype"	"Last common ancestor with Turquoise killifish"	"homologs"
"nfurzeri_homolog_orthology_type"	"Turquoise killifish homology type"	"homologs"
"nfurzeri_homolog_perc_id"	"%id. target Turquoise killifish gene identical to query gene"	"homologs"
"nfurzeri_homolog_perc_id_r1"	"%id. query gene identical to target Turquoise killifish gene"	"homologs"
"nfurzeri_homolog_goc_score"	"Turquoise killifish Gene-order conservation score"	"homologs"
"nfurzeri_homolog_orthology_confidence"	"Turquoise killifish orthology confidence [0 low, 1 high]"	"homologs"
"ngalili_homolog_ensembl_gene"	"Upper Galilee mountains blind mole rat gene stable ID"	"homologs"
"ngalili_homolog_associated_gene_name"	"Upper Galilee mountains blind mole rat gene name"	"homologs"
"ngalili_homolog_ensembl_peptide"	"Upper Galilee mountains blind mole rat protein or transcript stable ID"	"homologs"
"ngalili_homolog_chromosome"	"Upper Galilee mountains blind mole rat chromosome/scaffold name"	"homologs"
"ngalili_homolog_chrom_start"	"Upper Galilee mountains blind mole rat chromosome/scaffold start (bp)"	"homologs"
"ngalili_homolog_chrom_end"	"Upper Galilee mountains blind mole rat chromosome/scaffold end (bp)"	"homologs"
"ngalili_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ngalili_homolog_subtype"	"Last common ancestor with Upper Galilee mountains blind mole rat"	"homologs"
"ngalili_homolog_orthology_type"	"Upper Galilee mountains blind mole rat homology type"	"homologs"
"ngalili_homolog_perc_id"	"%id. target Upper Galilee mountains blind mole rat gene identical to query gene"	"homologs"
"ngalili_homolog_perc_id_r1"	"%id. query gene identical to target Upper Galilee mountains blind mole rat gene"	"homologs"
"ngalili_homolog_goc_score"	"Upper Galilee mountains blind mole rat Gene-order conservation score"	"homologs"
"ngalili_homolog_wga_coverage"	"Upper Galilee mountains blind mole rat Whole-genome alignment coverage"	"homologs"
"ngalili_homolog_orthology_confidence"	"Upper Galilee mountains blind mole rat orthology confidence [0 low, 1 high]"	"homologs"
"psinus_homolog_ensembl_gene"	"Vaquita gene stable ID"	"homologs"
"psinus_homolog_associated_gene_name"	"Vaquita gene name"	"homologs"
"psinus_homolog_ensembl_peptide"	"Vaquita protein or transcript stable ID"	"homologs"
"psinus_homolog_chromosome"	"Vaquita chromosome/scaffold name"	"homologs"
"psinus_homolog_chrom_start"	"Vaquita chromosome/scaffold start (bp)"	"homologs"
"psinus_homolog_chrom_end"	"Vaquita chromosome/scaffold end (bp)"	"homologs"
"psinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"psinus_homolog_subtype"	"Last common ancestor with Vaquita"	"homologs"
"psinus_homolog_orthology_type"	"Vaquita homology type"	"homologs"
"psinus_homolog_perc_id"	"%id. target Vaquita gene identical to query gene"	"homologs"
"psinus_homolog_perc_id_r1"	"%id. query gene identical to target Vaquita gene"	"homologs"
"psinus_homolog_goc_score"	"Vaquita Gene-order conservation score"	"homologs"
"psinus_homolog_wga_coverage"	"Vaquita Whole-genome alignment coverage"	"homologs"
"psinus_homolog_orthology_confidence"	"Vaquita orthology confidence [0 low, 1 high]"	"homologs"
"csabaeus_homolog_ensembl_gene"	"Vervet-AGM gene stable ID"	"homologs"
"csabaeus_homolog_associated_gene_name"	"Vervet-AGM gene name"	"homologs"
"csabaeus_homolog_ensembl_peptide"	"Vervet-AGM protein or transcript stable ID"	"homologs"
"csabaeus_homolog_chromosome"	"Vervet-AGM chromosome/scaffold name"	"homologs"
"csabaeus_homolog_chrom_start"	"Vervet-AGM chromosome/scaffold start (bp)"	"homologs"
"csabaeus_homolog_chrom_end"	"Vervet-AGM chromosome/scaffold end (bp)"	"homologs"
"csabaeus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"csabaeus_homolog_subtype"	"Last common ancestor with Vervet-AGM"	"homologs"
"csabaeus_homolog_orthology_type"	"Vervet-AGM homology type"	"homologs"
"csabaeus_homolog_perc_id"	"%id. target Vervet-AGM gene identical to query gene"	"homologs"
"csabaeus_homolog_perc_id_r1"	"%id. query gene identical to target Vervet-AGM gene"	"homologs"
"csabaeus_homolog_goc_score"	"Vervet-AGM Gene-order conservation score"	"homologs"
"csabaeus_homolog_wga_coverage"	"Vervet-AGM Whole-genome alignment coverage"	"homologs"
"csabaeus_homolog_orthology_confidence"	"Vervet-AGM orthology confidence [0 low, 1 high]"	"homologs"
"neugenii_homolog_ensembl_gene"	"Wallaby gene stable ID"	"homologs"
"neugenii_homolog_associated_gene_name"	"Wallaby gene name"	"homologs"
"neugenii_homolog_ensembl_peptide"	"Wallaby protein or transcript stable ID"	"homologs"
"neugenii_homolog_chromosome"	"Wallaby chromosome/scaffold name"	"homologs"
"neugenii_homolog_chrom_start"	"Wallaby chromosome/scaffold start (bp)"	"homologs"
"neugenii_homolog_chrom_end"	"Wallaby chromosome/scaffold end (bp)"	"homologs"
"neugenii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
